"","Observation","Time","value","treated"
"1","Observation1",1,0.548068734176545,0
"2","Observation2",1,-2.78400348298155,0
"3","Observation3",1,-1.33259598505699,0
"4","Observation4",1,-1.10714719579318,0
"5","Observation5",1,0.0508305654373867,0
"6","Observation6",1,0.728251299914035,0
"7","Observation7",1,-0.637318171157642,0
"8","Observation8",1,-0.540644669581203,0
"9","Observation9",1,1.06474989059035,0
"10","Observation10",1,0.610102720897728,0
"11","Observation11",1,-1.25271020015567,0
"12","Observation12",1,0.0364802740727787,0
"13","Observation13",1,1.11918144725768,0
"14","Observation14",1,-0.1873441823501,0
"15","Observation15",1,0.655782030429603,0
"16","Observation16",1,-0.248070651371891,0
"17","Observation17",1,-1.2973098427644,0
"18","Observation18",1,0.0885740181486806,0
"19","Observation19",1,-2.09813435638234,0
"20","Observation20",1,-1.58100327913779,0
"21","Observation21",1,-0.897672565642489,0
"22","Observation22",1,0.810499933085151,0
"23","Observation23",1,0.148071894278693,0
"24","Observation24",1,-1.46179724723504,0
"25","Observation25",1,-1.74944767148301,0
"26","Observation26",1,-0.771264514228665,0
"27","Observation27",1,0.484731405218158,0
"28","Observation28",1,-0.0302540479103692,0
"29","Observation29",1,-2.55965785916756,0
"30","Observation30",1,1.82905959271037,0
"31","Observation31",1,1.14019406600185,0
"32","Observation32",1,0.046312797866007,0
"33","Observation33",1,-0.0554096091728523,0
"34","Observation34",1,1.4214156993563,0
"35","Observation35",1,0.655001535601259,0
"36","Observation36",1,0.626827306891223,0
"37","Observation37",1,-1.31393332475544,0
"38","Observation38",1,-0.519156067289473,0
"39","Observation39",1,-0.474976383656699,0
"40","Observation40",1,-1.22754674199731,0
"41","Observation41",1,-2.565593450053,0
"42","Observation42",1,0.0690710707797245,0
"43","Observation43",1,-0.883919881867663,0
"44","Observation44",1,0.110885535875605,0
"45","Observation45",1,1.19540318827555,0
"46","Observation46",1,0.412409635484177,0
"47","Observation47",1,-0.323801359757683,0
"48","Observation48",1,0.616245612193094,0
"49","Observation49",1,-0.42268338969285,0
"50","Observation50",1,0.951191942882714,0
"51","Observation51",1,1.0878575889432,0
"52","Observation52",1,-1.29783952907124,0
"53","Observation53",1,1.51376814002993,0
"54","Observation54",1,0.905921711794985,0
"55","Observation55",1,-0.520032511605516,0
"56","Observation56",1,1.23697694308121,0
"57","Observation57",1,-0.569240986282784,0
"58","Observation58",1,0.358552404722964,0
"59","Observation59",1,-0.655664181631641,0
"60","Observation60",1,0.303329563923148,0
"61","Observation61",1,-0.0954357425686919,0
"62","Observation62",1,0.182684458717106,0
"63","Observation63",1,-0.804787332362782,0
"64","Observation64",1,0.211182092890785,0
"65","Observation65",1,1.13478452463618,0
"66","Observation66",1,-0.725357298093211,0
"67","Observation67",1,0.700557181588459,0
"68","Observation68",1,-0.238987962374177,0
"69","Observation69",1,1.33234035978295,0
"70","Observation70",1,1.76062675023361,0
"71","Observation71",1,-1.01758640488146,0
"72","Observation72",1,0.725016001701164,0
"73","Observation73",1,0.596093630077479,0
"74","Observation74",1,-1.19821538238413,0
"75","Observation75",1,-1.31191786049147,0
"76","Observation76",1,0.622688028732481,0
"77","Observation77",1,1.88519983432167,0
"78","Observation78",1,0.149183474362469,0
"79","Observation79",1,0.231485232499349,0
"80","Observation80",1,0.457164013093412,0
"81","Observation81",1,-0.58484294582723,0
"82","Observation82",1,-0.219810788941622,0
"83","Observation83",1,1.8539675542429,0
"84","Observation84",1,1.2424284051731,0
"85","Observation85",1,0.872030321493013,0
"86","Observation86",1,-2.58004207283333,0
"87","Observation87",1,-0.129101088050566,0
"88","Observation88",1,0.382668497995843,0
"89","Observation89",1,-0.492297685589012,0
"90","Observation90",1,0.46774969472502,0
"91","Treated1",1,-0.378113308387771,0
"92","Treated2",1,2.00125662525164,0
"93","Treated3",1,-1.28387195688827,0
"94","Treated4",1,-0.240116982676432,0
"95","Treated5",1,0.829471262842461,0
"96","Treated6",1,-0.0505740442790674,0
"97","Treated7",1,-0.230899855611513,0
"98","Treated8",1,0.549037268095829,0
"99","Treated9",1,-0.499708831471634,0
"100","Treated10",1,-0.16915701422954,0
"101","Observation1",2,0.505449902383482,0
"102","Observation2",2,-4.28601980939361,0
"103","Observation3",2,-1.86087011320508,0
"104","Observation4",2,0.653510769697007,0
"105","Observation5",2,0.0530547546550545,0
"106","Observation6",2,1.38327855064781,0
"107","Observation7",2,-1.19447737844922,0
"108","Observation8",2,-0.880606602413808,0
"109","Observation9",2,2.82444989009417,0
"110","Observation10",2,0.659455381637145,0
"111","Observation11",2,-3.05149725421485,0
"112","Observation12",2,1.31056245562986,0
"113","Observation13",2,0.822134663491614,0
"114","Observation14",2,-0.947576383975403,0
"115","Observation15",2,-0.673345079299251,0
"116","Observation16",2,1.38267319326633,0
"117","Observation17",2,-2.29927796971967,0
"118","Observation18",2,-0.819717631024646,0
"119","Observation19",2,-2.04170774692332,0
"120","Observation20",2,-0.908232116029247,0
"121","Observation21",2,-1.24300359612902,0
"122","Observation22",2,2.00149158113242,0
"123","Observation23",2,-0.740616281955608,0
"124","Observation24",2,-0.632743909937431,0
"125","Observation25",2,-0.953363074620812,0
"126","Observation26",2,0.896003114176595,0
"127","Observation27",2,0.578292118944301,0
"128","Observation28",2,0.210954347360356,0
"129","Observation29",2,-2.57025505961699,0
"130","Observation30",2,2.17319811466948,0
"131","Observation31",2,-0.0216003299491288,0
"132","Observation32",2,-0.154843484329606,0
"133","Observation33",2,2.34990926810963,0
"134","Observation34",2,0.443718918668683,0
"135","Observation35",2,1.33044554525335,0
"136","Observation36",2,-0.699334472799429,0
"137","Observation37",2,-1.99509206039841,0
"138","Observation38",2,0.132628901785596,0
"139","Observation39",2,0.133916652576179,0
"140","Observation40",2,-0.4657598842625,0
"141","Observation41",2,-3.75229646325686,0
"142","Observation42",2,-1.23187377574191,0
"143","Observation43",2,0.102272321258818,0
"144","Observation44",2,1.58021098709054,0
"145","Observation45",2,1.36703555555992,0
"146","Observation46",2,-1.19215182039409,0
"147","Observation47",2,-1.07523354947457,0
"148","Observation48",2,1.84010769072007,0
"149","Observation49",2,-0.385341647234481,0
"150","Observation50",2,1.19879948403237,0
"151","Observation51",2,0.529532619183172,0
"152","Observation52",2,-1.41792850279749,0
"153","Observation53",2,0.193262805065627,0
"154","Observation54",2,1.06686990645772,0
"155","Observation55",2,-0.63137268469996,0
"156","Observation56",2,-0.255902757833858,0
"157","Observation57",2,-0.0315848343814323,0
"158","Observation58",2,2.12991730505949,0
"159","Observation59",2,-0.967491427864127,0
"160","Observation60",2,0.367016466633047,0
"161","Observation61",2,-0.147306186717139,0
"162","Observation62",2,-1.35516244910145,0
"163","Observation63",2,-1.15078988323734,0
"164","Observation64",2,0.17698845480161,0
"165","Observation65",2,1.15780712799858,0
"166","Observation66",2,-1.39445251767496,0
"167","Observation67",2,1.06277894494424,0
"168","Observation68",2,0.475901868139664,0
"169","Observation69",2,1.96860665465008,0
"170","Observation70",2,2.46201778479468,0
"171","Observation71",2,-0.730970883571882,0
"172","Observation72",2,0.664858648812424,0
"173","Observation73",2,2.3289495047239,0
"174","Observation74",2,-0.854710839414499,0
"175","Observation75",2,-1.49198692090013,0
"176","Observation76",2,0.319257771750473,0
"177","Observation77",2,1.46119335515094,0
"178","Observation78",2,0.206996566167973,0
"179","Observation79",2,0.43487329428951,0
"180","Observation80",2,0.17251054615521,0
"181","Observation81",2,-0.154351562352439,0
"182","Observation82",2,-0.615497167567603,0
"183","Observation83",2,2.74316243246163,0
"184","Observation84",2,1.93103429351479,0
"185","Observation85",2,1.19471700600294,0
"186","Observation86",2,-3.98739972850249,0
"187","Observation87",2,0.797119112764245,0
"188","Observation88",2,1.4403467860042,0
"189","Observation89",2,0.28699766354186,0
"190","Observation90",2,1.23229871989223,0
"191","Treated1",2,0.449668713594781,0
"192","Treated2",2,1.98223991630847,0
"193","Treated3",2,-1.12187124455508,0
"194","Treated4",2,0.117417435180583,0
"195","Treated5",2,0.396715854587128,0
"196","Treated6",2,1.96150733748984,0
"197","Treated7",2,-0.619539186974924,0
"198","Treated8",2,-0.153342454070212,0
"199","Treated9",2,-2.14823140539198,0
"200","Treated10",2,-2.00804739259528,0
"201","Observation1",3,0.384749356134726,0
"202","Observation2",3,-4.68668808405536,0
"203","Observation3",3,-0.383869420328427,0
"204","Observation4",3,-0.933361047896137,0
"205","Observation5",3,-1.84048046934424,0
"206","Observation6",3,4.36661997597798,0
"207","Observation7",3,0.712552122954194,0
"208","Observation8",3,-0.520851392691967,0
"209","Observation9",3,3.12282224258283,0
"210","Observation10",3,0.914205958048084,0
"211","Observation11",3,-1.80889091258981,0
"212","Observation12",3,1.51287056645957,0
"213","Observation13",3,-0.148530234976962,0
"214","Observation14",3,-0.740476870616422,0
"215","Observation15",3,0.186903948723455,0
