"","did","sc","sdid"
"1",2.47252573637038,2.84450149353197,2.9501369258429
"2",2.66748026331079,1.54508374077076,2.21526686450011
"3",1.27166033367127,1.04141589596874,1.50825763589684
"4",1.76929107303841,1.40543830338687,1.30980248360799
"5",2.14834997162371,2.66233114800678,2.63199447310433
"6",2.00389219436404,2.07126433621171,2.10833103013072
"7",1.81924653034711,1.49090623381103,1.82224578160388
"8",2.10004817440505,0.893898771589239,1.45155244165466
"9",2.04595400724556,1.82535328278256,2.30435302558297
"10",1.23376859494038,0.95353065671283,1.40258850783847
"11",1.94516515835052,2.2368961626916,2.13505162402308
"12",2.32774096549677,2.27401858948553,1.95245626531812
"13",2.30285980682387,2.77743931176864,1.89706076153173
"14",1.28205512092902,3.36901338191112,2.31209627801409
"15",2.5651913430887,3.40366935123418,2.80197922468226
"16",2.45522910385803,2.32107315619554,2.39657687802868
"17",1.51059775185011,1.32322798828214,1.80446976725178
"18",1.92960163147377,2.48470358486008,2.01266509875862
"19",2.39577656265118,2.23366797307994,2.07314721177459
"20",1.66813816970931,1.24336868980747,1.86568209976131
"21",1.29479139559723,1.49571294124445,1.60105328370912
"22",1.25996954497154,2.31595843569256,2.19231595205267
"23",1.25028453455507,1.6196617708789,1.28215061268602
"24",2.15345808589096,2.20281914577619,2.41564435127757
"25",1.4545483725506,2.31378805913664,1.53730859902624
"26",1.16586811165515,0.655514155747501,1.08640266998811
"27",3.17962086401143,2.6005982292647,2.56210360394853
"28",2.90252627039148,2.55607904148007,2.26455799104955
"29",2.29268316184677,1.5233875953283,1.91426068518654
"30",1.7748839328343,0.90627395074428,1.44210025397749
"31",2.27910122529421,3.23561907804273,2.73805773636466
"32",1.54699637644906,0.849794638054975,1.17223524370794
"33",2.46872111124557,2.04411636284683,2.47675208642935
"34",0.234683660776742,0.824336706959904,0.881080487234714
"35",1.9810159969653,2.24320182329132,1.84760434693699
"36",2.24100868301557,2.04472915678277,2.09233020110681
"37",1.76339012496077,2.34962093340677,1.83738079074019
"38",1.21429171797976,1.28586590516161,1.47342592290634
"39",1.14083294489889,-0.0992121893871312,0.814100621505856
"40",1.59840775778173,2.41029133315836,2.26665026984256
"41",1.09337679635795,0.0724211264223534,1.36548738379814
"42",1.3832532112747,2.45236689999095,1.88081537616235
"43",1.33465365389689,1.11209844749311,1.85545777107629
"44",2.19841203365141,1.25449496125157,1.72243045487101
"45",0.989541043297454,1.86711603868116,1.63716188579165
"46",1.84072221669738,1.43187525438337,1.64441757341772
"47",2.33714879798412,2.55133972209051,2.2565014717527
"48",2.57542652932116,2.24638441629658,2.54408304261241
"49",0.668502571534002,1.38744231388555,1.49943226361838
"50",1.9330948627606,1.58926101444254,1.80030842377745
"51",2.06852497818135,1.66430733885114,2.17106226995298
"52",1.85545550610286,1.28764720348862,1.71876038986611
"53",3.24603349899537,2.28760334229125,2.90393657995997
"54",1.89154776778763,1.36466771077951,1.58402023131913
"55",2.0395582362289,1.90066600225142,2.10509774196432
"56",1.6888516608895,2.07259600051248,2.06355844649692
"57",2.10177074294554,1.46917406888491,1.91014431747005
"58",1.8039532000842,2.62401691485609,2.36013188301262
"59",0.603716079506003,1.52902007415684,1.10116966730479
"60",2.49056963822998,2.39643156162806,2.66157343499976
"61",3.42775234624387,1.99066637032094,2.70074285239097
"62",2.03261741772039,2.33012396849354,1.7325264418199
"63",1.87225255963811,2.12031068764915,2.01152422563301
"64",1.64900537846088,2.89787627725193,2.50700053896603
"65",2.33068586623941,0.884150160834291,1.71012424688929
"66",1.60539464987993,1.89218298821417,1.7664982528212
"67",1.39086100526058,1.76780966940947,1.19058796040049
"68",1.17955032471446,0.900326874269911,1.16873259942051
"69",1.57742359353629,1.21069329582405,1.93701417100966
"70",2.96454706059382,2.76927815979216,2.91579668079736
"71",2.3677803824615,1.93466716243204,2.14923135973697
"72",1.46799538895702,2.09020391776503,1.77703610558368
"73",3.52192331355035,2.94370109819229,2.78074087281891
"74",1.75258853354343,1.27042879188727,1.60907243211592
"75",2.0938142326545,2.22991504783097,2.38693366762756
"76",2.42502260316061,1.97710648134772,1.94470670202959
"77",2.4682911612083,2.66933613774704,2.57257728142407
"78",2.28025766970884,2.02227870160589,1.9069755664972
"79",1.00397571480999,1.62338028374307,2.0390414325667
"80",1.65148143497538,1.2315792969612,1.72997435879653
"81",1.12590374094218,1.33783135326554,1.68277706435699
"82",2.27089564177375,2.33514322359986,2.5006158516637
"83",2.11994813846731,2.33312419274983,2.26528540593904
"84",1.33941825231134,2.08158698179342,2.19995819142502
"85",1.56778458268883,-0.310414314616073,1.49781090844667
"86",1.97583059961803,2.55525623270413,2.61811915206379
"87",1.46248615985341,2.75061737971349,1.93152296923982
"88",1.50519555943322,1.28088779076115,1.48342713196502
"89",1.43810608261725,1.728080769736,1.87415364946761
"90",2.76933129867679,2.41295943127575,2.48856182206039
"91",2.43734599474089,3.26477499374948,2.77117449698778
"92",1.58320177036144,2.90398233665681,2.20090209654411
"93",2.49209458993888,2.13726249285407,2.43504390060917
"94",2.01997125148855,2.33255431903695,2.05177531673023
"95",1.29467964987837,1.38369554056699,1.3442344853765
"96",2.17066261523952,1.9737023330628,2.25117670542726
"97",2.18699939283756,2.3587305208249,1.80689941798379
"98",1.19468391248282,1.82956732685282,2.34194416380594
"99",1.5817596840142,2.42025010669222,2.12481970793236
"100",0.826817178523155,1.98998410625691,1.1664762607046
"101",2.76302991462117,2.26312716588174,3.01528259088092
"102",1.45172621899526,1.75078608544596,1.70311706433832
"103",1.48360162469365,2.33126041537371,1.57687863861379
"104",2.65624326346056,2.06104452722173,1.91828178244388
"105",2.05685177029104,2.15165057126955,1.83113454740288
"106",1.97274055237341,2.31581598280972,2.3952597921451
"107",0.420738780381324,1.21502720644016,1.21538260708961
"108",2.37167929521276,2.26400276419765,2.40588053635621
"109",3.3137123927574,2.27888685609454,2.87518440792951
"110",1.67428002141234,1.78283372415458,2.15397705491589
"111",1.75065765185755,0.464636104126917,1.22790610158568
"112",1.69426876816603,1.28744376493285,1.09449548318779
"113",1.62062696564012,1.50086596532224,2.10488388356273
"114",1.5892677891087,1.26774131926514,1.61908954531297
"115",2.28711323665609,2.80769582004727,1.98154553720519
"116",2.61953122336241,2.04644090877009,2.27852046293144
"117",1.86098176389405,1.2201528950739,1.28213974878168
"118",0.746973517916565,0.32962028739986,1.00824436043709
"119",3.01513762337796,2.10734287416596,2.2183507401564
"120",1.7105802344348,3.9917317632913,2.87837176841604
