"","Effect","Heterogeneity","Treated","did","sc","sdid"
"1",1,1,5,2.36617331239151,2.07191017724774,1.78697507531499
"2",1,1,5,2.06606230066492,0.939681768059788,0.827243225500494
"3",1,1,5,0.864946524310472,1.51550193517426,1.45767066678249
"4",1,1,5,2.14360542598404,0.681484807775481,1.04675776183152
"5",1,1,5,0.640973961646579,0.0503856170789487,1.3220755840428
"6",1,1,5,0.482991395683672,0.404680604363888,-0.00166777674625113
"7",1,1,5,2.77002883477822,1.19527437294293,1.74764875378428
"8",1,1,5,0.550678794751116,-0.134715618928117,0.0520812749581444
"9",1,1,5,2.12208387544702,0.893533151671204,1.1577016662603
"10",1,1,5,-0.639733000440353,-0.670686861999055,-0.163386472143991
"11",1,1,5,0.487399287581467,0.632478236293885,0.38594289721301
"12",1,1,5,0.23379749662637,-0.0456794578826706,0.361458062837644
"13",1,1,5,-0.172709721375104,0.196628138942837,0.390717292410856
"14",1,1,5,1.67476032611365,1.49996366398192,1.35198988400811
"15",1,1,5,0.783904719623337,1.39775430411137,0.858340543559893
"16",1,1,5,0.0846783031548414,0.717108615834104,0.251055649301846
"17",1,1,5,0.403854455577553,1.56626687834136,1.13447719441628
"18",1,1,5,0.372184783495332,-0.626988941247516,0.189972862441841
"19",1,1,5,0.619575928091345,0.165710349910865,0.445185850779931
"20",1,1,5,1.67009559526383,1.48165570265806,1.61796580561263
"21",1,1,5,-0.369130296619019,1.13395640567182,1.21106308080375
"22",1,1,5,-0.132321362002731,-0.308183695745472,0.21158299206433
"23",1,1,5,1.56928265493514,1.06857026058557,0.785959977042887
"24",1,1,5,1.09739032193977,0.858060545660102,0.708270023080291
"25",1,1,5,2.0468094090741,2.33811171380219,1.94285453424357
"26",1,1,5,1.20131807213634,1.64257567988351,1.42967865365975
"27",1,1,5,1.34681515947146,1.0333084658348,0.960556778402608
"28",1,1,5,1.9133861501343,1.86544426327079,1.77796983641253
"29",1,1,5,1.75688041176514,0.962786784583351,0.752096525364601
"30",1,1,5,-0.342863215458632,-0.0195881126547495,0.0976903123111286
"31",1,1,5,2.29866091562968,2.32952783601701,2.55240507003962
"32",1,1,5,1.02235461465817,1.43889537784022,1.3587851360495
"33",1,1,5,1.64662523664211,1.03492986170635,1.83746410728974
"34",1,1,5,1.52991056518147,1.98147911129681,1.26023097031017
"35",1,1,5,-0.159548817397453,0.751242788755327,-0.0577541083842197
"36",1,1,5,2.20009160359875,2.21642305012951,1.90687392672521
"37",1,1,5,0.86389705456396,1.26739081902297,0.760681921970116
"38",1,1,5,0.246443553592759,-0.169875834301979,0.258263967159137
"39",1,1,5,-0.154370820326091,0.0429274058317432,0.395009040790845
"40",1,1,5,1.54369552760278,1.47679060386075,1.77127595418993
"41",1,1,5,0.0800185469475535,0.277270365557696,0.507294765956755
"42",1,1,5,1.06765981991471,1.27110690682534,0.953147651826963
"43",1,1,5,1.57253250948787,2.25180187777666,2.49198333029462
"44",1,1,5,1.51675841691402,1.99208107459727,1.41453808352136
"45",1,1,5,2.17490732109469,1.26771522019126,1.40987942657995
"46",1,1,5,1.47554122494813,2.05472102463927,1.46299088527116
"47",1,1,5,1.66994270158445,2.1981430215981,1.678204642455
"48",1,1,5,1.33174472757632,0.560437634781143,0.50873860239551
"49",1,1,5,2.39679376189729,1.83306020484546,2.10099246966198
"50",1,1,5,0.977652876069195,0.18254788180174,0.554192704605892
"51",1,1,5,-0.735871099310951,-0.307607480088119,-0.295897253607278
"52",1,1,5,0.765485171501413,0.097567404754814,0.413395176982293
"53",1,1,5,-0.738228082303563,0.174562838128616,0.364255529351727
"54",1,1,5,1.26830338894268,1.29762791741957,0.411553742099607
"55",1,1,5,1.54654046487843,0.472768324559423,0.455508246432738
"56",1,1,5,2.06658052458829,1.7180477649476,1.68166920154996
"57",1,1,5,0.545904607359983,1.68094659500098,1.85652706462646
"58",1,1,5,1.93587457610351,0.546147995144774,0.775895469015023
"59",1,1,5,1.94635121225887,1.11416118042326,1.44248927727569
"60",1,1,5,0.87382263742931,0.41054811460893,0.463171046840554
"61",1,1,5,1.79874399591805,0.900456115651704,1.50055087502792
"62",1,1,5,-0.748149983529833,0.27811640339101,0.119409506534462
"63",1,1,5,1.65957194805251,0.0446149253288902,0.853015981310751
"64",1,1,5,1.92592479104215,1.40674604085517,2.05967492270635
"65",1,1,5,-0.189842103407359,-0.693385612800489,-0.524687894186296
"66",1,1,5,-1.53438951033794,-0.390413366481583,-0.530367702121363
"67",1,1,5,-1.17448419213922,0.667044937443459,-0.405424358147971
"68",1,1,5,1.74464147386871,2.29376470872412,2.30968944176216
"69",1,1,5,1.17253518962274,1.34344401103695,1.11381257954858
"70",1,1,5,0.855568030867487,0.8697259186015,1.10720069776913
"71",1,1,5,-0.186609277227332,-0.0998833059787142,-0.00738034528140628
"72",1,1,5,1.70930446059104,0.684098285529335,0.665638571801602
"73",1,1,5,0.632628330748781,-1.17465471608801,-0.473501669365934
"74",1,1,5,2.05509512837639,1.95085826915962,2.12170834536738
"75",1,1,5,2.18218399876204,1.22999648772402,1.3368778594639
"76",1,1,5,0.776127343744931,0.31106670515297,0.542328479842283
"77",1,1,5,0.757983114806047,1.07148974902632,2.05405599852187
"78",1,1,5,1.89530255655059,2.71981561151714,2.29628444655667
"79",1,1,5,0.317497333039248,0.78787978298094,0.909855583230122
"80",1,1,5,1.43787162956471,0.988067993309376,1.05896151568693
"81",1,1,5,1.30352785067286,0.809955176258243,1.17053956139562
"82",1,1,5,0.168927964268345,0.718607811175959,0.805357047786701
"83",1,1,5,1.45353661516584,1.42390137222044,1.61762168121511
"84",1,1,5,2.10030635892734,0.226427577710817,1.43643933450761
"85",1,1,5,2.6565175928561,1.19517422155318,1.89314044368295
"86",1,1,5,0.993029546722704,1.31422645546098,0.76045880471752
"87",1,1,5,-0.362135506911888,0.815811872430236,0.32295288015293
"88",1,1,5,0.0152696792871506,0.552998006628105,0.557525694257804
"89",1,1,5,2.91151694044354,2.09079469681599,1.64597363177718
"90",1,1,5,1.00027375549681,0.105583547589921,0.384735790327646
"91",1,1,5,-1.3254663785983,-0.6644453844415,-0.658561670129002
"92",1,1,5,1.9413729127832,1.70514170194448,1.38183772656431
"93",1,1,5,0.320993654801481,0.066776633280924,0.0325638096662533
"94",1,1,5,0.118256881714706,-0.0917865307126254,-0.148598360645943
"95",1,1,5,0.561431817102239,0.600514481374746,0.423334700341202
"96",1,1,5,1.37871283512081,1.56436485470042,1.24066172520928
"97",1,1,5,-0.689966813748148,0.252733643887502,-0.187291634942777
"98",1,1,5,-0.805309412815499,-0.2599779998882,-0.252516172422927
"99",1,1,5,0.0524439229413811,1.25618332621814,0.654902999363822
"100",1,1,5,-0.232960451952663,0.789295582374396,0.457742387018157
"101",1,1,5,1.48829142579971,1.51049972540556,1.45459356410289
"102",1,1,5,0.0861186767512447,0.522198724437353,0.78741993587886
"103",1,1,5,0.896507714915724,1.2111205353269,0.785921921824149
"104",1,1,5,0.00440696033565213,0.173068614542157,-0.482863413734352
"105",1,1,5,0.2522379640311,-0.545963787101988,0.635926584273729
"106",1,1,5,0.850370593438325,2.24539346164048,2.30750492561931
"107",1,1,5,1.13791146936048,1.69988374901735,1.21803895938904
"108",1,1,5,0.396327841344924,1.5892552930367,1.6411081338575
"109",1,1,5,-0.583618058949946,-0.0952095796523673,0.259618095773962
"110",1,1,5,2.34885376088226,2.44540188482339,1.64587273507691
"111",1,1,5,0.836940523322068,0.148649726639882,0.205132985587374
"112",1,1,5,0.655728649542259,0.687941660632055,0.886159227678351
"113",1,1,5,1.66105256640341,1.09513172049227,1.47585873776433
"114",1,1,5,1.01744871541667,0.57101410811736,1.13656592782591
"115",1,1,5,-0.0560616443179076,0.00491855655314305,0.172975367031572
"116",1,1,5,1.38144097883938,1.60930186304811,1.30990862064442
"117",1,1,5,0.390902610317035,0.914694146215807,0.347624147753091
"118",1,1,5,1.40647780362995,0.846047844563067,1.6622110992523
"119",1,1,5,1.95597560873838,1.725293742136,1.38328070050422
"120",1,1,5,0.599326764175861,1.43477353339534,1.08439298285462
"121",1,1,5,1.75620106100447,1.56835183361137,1.72217084624298
"122",1,1,5,1.69290373412044,2.00427910064625,1.40754710152154
"123",1,1,5,2.20805204882063,0.648871021477451,0.829512533431097
"124",1,1,5,1.95771946820316,1.62179195340609,1.99760077323287
"125",1,1,5,1.54772872091123,0.64065772767648,0.94617910370055
"126",1,1,5,-0.173512623718738,-0.111158245551695,-0.106442868111236
"127",1,1,5,-0.412502896538843,-0.468839710376037,-0.474457052133266
