"","Effect","N","did","sc","sdid"
"1",1,5,5.23901293450091,3.208030621951,3.5549832474401
"2",1,5,3.13013777346044,2.43625582751101,0.208378354728281
"3",1,5,1.22629451833357,0.826858082452617,0.965171061547696
"4",1,5,0.800387330571736,1.73582235151985,-1.58989162870823
"5",1,5,0.793458646397253,2.01719382358084,-0.340823165680727
"6",1,5,-3.25882041959618,-2.46266732349605,-0.984377749863591
"7",1,5,1.5892377331372,1.30019034921299,1.48254921562913
"8",1,5,0.332364393512153,1.77921779398577,0.73145096807426
"9",1,5,1.12163499035154,0.694417638332951,0.805799170366296
"10",1,5,0.338062741073427,-0.0937126348753018,-0.328242332897006
"11",1,5,0.88037235628175,-1.79150781139789,0.259149941466969
"12",1,5,-0.386032898225185,0.234316307412543,1.85230406683106
"13",1,5,-0.905024978014371,-1.07650117998129,-0.630291599485966
"14",1,5,-0.172487564926447,-2.38176649506192,0.494647981073853
"15",1,5,6.54895501999616,6.1889107067799,6.01732836549616
"16",1,5,6.53708036754404,5.88115683550706,5.04831732437281
"17",1,5,2.95870023366311,3.24361958511111,1.66667874193923
"18",1,5,1.73048732133289,4.73985036391423,3.42283828855769
"19",1,5,0.327388913937921,2.37729116663816,0.458711585421553
"20",1,5,-1.49016125810246,0.274669273659975,0.0314363285857889
"21",1,5,-0.837135109955659,-1.27306419456721,-1.13828854893159
"22",1,5,-0.4523392839577,-0.23083295424732,-0.219543192803412
"23",1,5,-1.72678505343264,-1.01230725099106,0.475658248684007
"24",1,5,2.16156689322972,1.72121424534445,2.37976763225129
"25",1,5,-0.569308629049581,0.362179046507716,0.285064156639546
"26",1,5,1.39663676950598,2.9777488652392,2.4074059750888
"27",1,5,1.04665907159462,-0.235406267027885,2.32589432606976
"28",1,5,-3.51979327866528,-0.838554698573091,-0.466535387471619
"29",1,5,0.620626178934677,1.670659258417,0.75744751777876
"30",1,5,-1.16825040315978,-0.374961085223294,0.461709021724779
"31",1,5,0.0684338552975717,0.821752881370259,-0.144708621699184
"32",1,5,-0.0202071391563305,-1.11005344979162,-0.96547576807975
"33",1,5,-1.77018418089301,-3.92261623030795,-0.763522636572082
"34",1,5,-1.73224409867201,-2.36022828949075,-1.89663557648083
"35",1,5,2.64256519009748,1.35245893385318,1.54872705810703
"36",1,5,0.636481921334364,1.00161980055791,0.292666553196763
"37",1,5,-0.607408442026182,-0.817762456350661,-1.31725673558593
"38",1,5,-0.288170683104915,-0.0655103817716091,1.09237546760353
"39",1,5,-6.37278377652327,-8.570287614594,-4.29893278454746
"40",1,5,0.998794518083635,1.00459926811637,0.540432637991436
"41",1,5,4.91048263690843,4.73502523352639,4.39732659261114
"42",1,5,-1.33041226774478,-0.896456807034217,0.525552012085518
"43",1,5,3.40480582280883,2.76826516848507,3.05274580964942
"44",1,5,1.65191356726987,1.60868277891292,0.529411460781913
"45",1,5,1.66653116772226,1.65587335543102,1.86167961226111
"46",1,5,-0.750895853508109,0.307492105562836,1.67721480886561
"47",1,5,0.540814237208737,3.69885748067806,2.71952282464947
"48",1,5,1.02850370803105,1.07267960215706,0.0100312710094492
"49",1,5,-5.08270656879741,-3.55169756870109,2.31305775179784
"50",1,5,3.15441556065118,4.01737994402988,2.39255274728765
"51",1,5,-0.176549456576846,-0.216727135891588,2.65137048782228
"52",1,5,0.284961536766562,0.979185872261166,0.225840446219953
"53",1,5,3.46262231351845,3.50324560193661,4.14379194100874
"54",1,5,2.02432920726439,2.722451739864,2.24861618792699
"55",1,5,0.177963447483195,-0.933882067361307,-0.957488652771959
"56",1,5,0.119272622114671,-0.433446688127882,-0.504816858615791
"57",1,5,-0.370863469107966,-1.58655275013591,-1.96700651247448
"58",1,5,3.42524693482713,0.85587463056707,1.87067262917246
"59",1,5,1.50866155478408,-0.115884279337676,-1.99247508105799
"60",1,5,-2.08700634292864,-0.100617147943997,0.369912699491307
"61",1,5,0.137110881310025,-1.1326534111509,-0.0834214518048333
"62",1,5,1.58591889743932,1.19138513501148,0.748872900792499
"63",1,5,0.885044879160233,2.19137830774547,2.28572822821271
"64",1,5,-0.877714436530586,-1.24954067237883,-1.07989320864292
"65",1,5,2.03946137747555,-0.499931410563188,0.59122288341128
"66",1,5,2.78666100240057,3.08381715657302,1.50220199214666
"67",1,5,1.6890026785514,1.84882966836683,1.42132571276673
"68",1,5,1.45721063029373,1.76987081829999,2.08104203409686
"69",1,5,-0.571074164711157,2.16399632413574,0.134225073449823
"70",1,5,-1.02134532790524,-1.09218292071483,-0.280027496624746
"71",1,5,3.48563091459223,2.73973691127187,2.44084255762633
"72",1,5,-1.23347668456415,-0.10348040496245,1.44687589535455
"73",1,5,-1.5499173026533,-1.7071903317297,1.56366308831503
"74",1,5,-0.427593323345842,-1.08424761851675,-0.935696505510769
"75",1,5,-3.35249256457528,-6.71183109097833,-1.79773037793488
"76",1,5,4.02586718962353,4.18503364217327,1.46160537445703
"77",1,5,1.71803334932562,2.15558494882087,2.84240680488184
"78",1,5,-0.271097560036821,1.74325444717642,0.99851659487907
"79",1,5,1.40081027097355,2.0974167967505,1.66594302127037
"80",1,5,4.42853172989978,4.70073059450142,3.62614380166724
"81",1,5,-2.37802821558754,-1.88945666144059,0.339979324609076
"82",1,5,0.591907432398231,0.695457231893589,0.718010442169011
"83",1,5,-0.680074550991857,-2.22777213775595,0.561375348331189
"84",1,5,0.94056022470684,-0.137701763371032,-0.705833754314955
"85",1,5,-2.86602614977711,-2.94496010670242,-2.76292164525813
"86",1,5,0.267780756158511,-0.327283536153951,0.166487973574097
"87",1,5,-1.01347697622891,-1.56646135389157,0.92959169340823
"88",1,5,5.41438608807291,5.6052934565621,6.32510565316101
"89",1,5,-1.5061742184966,-0.0718804911127324,0.765038292945304
"90",1,5,0.339443520281595,1.09706367246937,2.46326696849862
"91",1,5,-0.0344957349333875,1.29660903395386,0.470407176935012
"92",1,5,5.9905719367327,6.35546751043851,2.22967896967594
"93",1,5,0.983864868274342,2.63785502065637,-0.368265387437458
"94",1,5,0.552401424387447,0.208645512070267,0.694291758843026
"95",1,5,6.03741104326398,5.17420401923548,3.91201406755628
"96",1,5,1.24118421343823,-0.166869692591022,-0.205421655123116
"97",1,5,2.00535792391212,2.23507230719453,1.7366601404105
"98",1,5,0.441855359136922,-0.0430528053416008,0.0590202683090392
"99",1,5,-0.571543543267344,0.1045508704191,0.397355901328797
"100",1,5,0.427856539649367,1.42075132123006,2.10873470152686
"101",1,5,1.28499085106639,2.88479981659821,1.50404135916759
"102",1,5,1.23629778046585,0.212718652502298,-0.388003830548732
"103",1,5,3.26067763649073,5.84746507171839,3.58490664680312
"104",1,5,1.60501662065449,1.97405474275874,2.33418125963226
"105",1,5,6.73697675396933,11.9768838490566,3.78649794954466
"106",1,5,0.150311752899174,2.76667573497976,3.71558802867819
"107",1,5,1.59691325563051,1.22020610303967,1.52060787663098
"108",1,5,0.188345650236263,0.84333891505608,1.07825881683585
"109",1,5,-1.06804758377731,0.258613425168087,0.291032796882855
"110",1,5,-1.03745593841172,-0.930800711758379,-0.495189198081459
"111",1,5,0.177441839868253,0.211686366187702,0.209977585866572
"112",1,5,3.56331541786753,3.76095453706251,3.02733564759368
"113",1,5,2.18569217322635,0.992146854554237,2.19573392154273
"114",1,5,2.96670531237017,2.45703585377816,2.30618760415782
"115",1,5,2.8023506329139,3.38599234032613,4.78206131877719
"116",1,5,-0.525812288039491,-0.766532174331573,-0.298382352591221
"117",1,5,1.8688507464093,2.25353724131391,2.82747215732063
