"","Effect","Post Treated Trend","did","sc","sdid"
"1",1,0.2,2.06797130952512,1.68358291575656,1.75897089719786
"2",1,0.2,2.86166950107633,2.10636211764662,2.10991592834892
"3",1,0.2,2.52541133209589,2.45473958892155,2.16702649573419
"4",1,0.2,2.13810273911259,1.05756438764422,1.49840361240651
"5",1,0.2,2.51862072017914,1.88132675566687,1.45971822273761
"6",1,0.2,-0.0966785397141537,0.376260292258101,0.678631548875629
"7",1,0.2,2.3743130322787,1.46198680073307,1.87451926941482
"8",1,0.2,1.16242187541661,-0.131151014886954,0.174776952333128
"9",1,0.2,1.2563695082313,1.2709068894574,1.50125156307779
"10",1,0.2,0.867748179213218,0.700521338555544,0.453833849432372
"11",1,0.2,0.940692106516336,0.980586835792003,0.775565650787507
"12",1,0.2,2.4263283104659,1.25462503356424,1.71394256795646
"13",1,0.2,1.28617201585019,2.11765034456098,1.4305643197526
"14",1,0.2,1.58983049967446,0.426435753847404,0.923355335829243
"15",1,0.2,2.43985784265489,1.53516574651472,1.6432225749514
"16",1,0.2,0.458844653796193,1.28429492022928,0.293052782233578
"17",1,0.2,1.66306184736814,0.995735182642264,1.18545199207739
"18",1,0.2,1.66938954969742,1.46965235403488,1.45313744238389
"19",1,0.2,1.99384297781356,1.04852512177091,1.60337624472818
"20",1,0.2,1.73939167112128,0.766476313392261,1.06938368351508
"21",1,0.2,-0.307563708935359,0.485683891037428,0.351265412044769
"22",1,0.2,1.72254475055733,2.23219853339629,1.62407802703763
"23",1,0.2,1.19663406432001,2.03202948576492,1.84892637449676
"24",1,0.2,1.37607018325498,1.13792633587076,1.11998039060906
"25",1,0.2,0.6471384943862,1.10548743545683,0.954823945664924
"26",1,0.2,1.81316085014953,1.16472376420488,1.08583295009511
"27",1,0.2,2.76443359045738,0.150177275808325,1.09220755510776
"28",1,0.2,0.202346118049172,-0.126046492702942,-0.31085008287548
"29",1,0.2,0.768443074480518,1.54249234678777,1.01564672814103
"30",1,0.2,0.779123894993107,1.20555884503614,0.693884096127376
"31",1,0.2,1.85815557394228,0.592808704492546,0.332435202438927
"32",1,0.2,0.754000994207803,0.970394910298064,0.724001424808159
"33",1,0.2,1.37654195362523,1.14895752447038,1.38015118687126
