"","Observation","Time","value","treated"
"1","Observation1",1,0.952956886727437,0
"2","Observation2",1,1.51931657169859,0
"3","Observation3",1,-0.399111252751,0
"4","Observation4",1,1.28759409515024,0
"5","Observation5",1,0.573124287431015,0
"6","Treated1",1,1.23957474470629,0
"7","Observation1",2,1.19836018671789,0
"8","Observation2",2,0.282596734044708,0
"9","Observation3",2,1.77963894616278,0
"10","Observation4",2,-0.488247479730256,0
"11","Observation5",2,0.587173155758502,0
"12","Treated1",2,2.63894799937113,0
"13","Observation1",3,0.940575562700251,0
"14","Observation2",3,-0.853536130178838,0
"15","Observation3",3,3.06426095758307,0
"16","Observation4",3,0.441309340385248,0
"17","Observation5",3,1.82416340426328,0
"18","Treated1",3,1.76574531481128,0
"19","Observation1",4,-2.36190177315078,0
"20","Observation2",4,-0.711268531519799,0
"21","Observation3",4,4.16358941532805,0
"22","Observation4",4,0.633006867353885,0
"23","Observation5",4,2.98727955086646,0
"24","Treated1",4,3.7103987333631,0
"25","Observation1",5,-3.5408945641432,0
"26","Observation2",5,0.0119048758963088,0
"27","Observation3",5,5.9994053267983,0
"28","Observation4",5,1.72397674095244,0
"29","Observation5",5,4.41533274009712,0
"30","Treated1",5,1.24294192378176,0
"31","Observation1",6,-4.32258472167924,0
"32","Observation2",6,0.549527992101783,0
"33","Observation3",6,4.77604947888446,0
"34","Observation4",6,0.790569893734854,0
"35","Observation5",6,4.93292290373809,0
"36","Treated1",6,1.40431125855392,0
"37","Observation1",7,-4.10320173775172,0
"38","Observation2",7,1.68560223792975,0
"39","Observation3",7,5.20471397828051,0
"40","Observation4",7,0.0583538144805039,0
"41","Observation5",7,5.94848576926641,0
"42","Treated1",7,2.32188917215806,0
"43","Observation1",8,-6.14405565776116,0
"44","Observation2",8,0.934404186248234,0
"45","Observation3",8,6.2690921086188,0
"46","Observation4",8,-1.81283334714187,0
"47","Observation5",8,6.12717421078451,0
"48","Treated1",8,4.26205898444096,0
"49","Observation1",9,-5.41424249463269,0
"50","Observation2",9,0.0938856254540944,0
"51","Observation3",9,5.18296831271747,0
"52","Observation4",9,-2.25693376502483,0
"53","Observation5",9,6.24296071065356,0
"54","Treated1",9,2.14672015601238,0
"55","Observation1",10,-5.26035441189027,0
"56","Observation2",10,0.133155095260925,0
"57","Observation3",10,3.68351156602584,0
"58","Observation4",10,-2.71694882827726,0
"59","Observation5",10,6.56621829612863,0
"60","Treated1",10,2.41714626430101,1
