"","did","sc","sdid"
"1",1.20308392347851,2.21775692873328,1.78609814122866
"2",2.81428739771426,2.60708777674525,2.51495636967807
"3",2.46699944089013,2.48823789464244,2.32978416951626
"4",1.73133839508645,1.5081652977132,1.64693195002251
"5",2.12291848006712,2.68982583616722,2.27910415739934
"6",2.54122769122646,2.84281853050419,2.35265869806573
"7",2.00521482570432,2.20520097212762,2.23324266235268
"8",2.57520562376619,2.12276881845021,2.1216518720139
"9",1.82092686774171,1.8195830466042,1.93675647593752
"10",1.33783343096591,1.53707897494559,1.80364601567297
"11",2.26570639795417,2.37254606260941,2.17224736157979
"12",1.42567938528464,1.5273283680866,1.815231933306
"13",1.51066885573049,1.68086068181634,1.85647047145392
"14",2.66784454882859,2.38071469393711,2.51564292338353
"15",2.14029687450915,1.88702733794933,1.85266972585726
"16",2.04084656265924,1.7693331312936,1.46979723540366
"17",1.85050704571658,1.97250438483921,1.80205886878081
"18",1.95349154752474,1.89580889278243,2.01921489191141
"19",1.96622446665483,2.06650931650414,2.07679340125643
"20",2.22318847362107,2.07178993042539,2.1377561535077
"21",2.19357954182922,1.94990384838277,1.82357768219582
"22",2.56092658250986,2.63347197131111,2.21882105093619
"23",1.44839196717722,1.78911922927429,2.0077338476369
"24",1.96635177168461,1.56368497690615,2.05476757661792
"25",2.00846298688137,1.91538562928358,1.78412847100922
"26",1.60352087210294,1.79930654291228,1.68210255696388
"27",1.51309939421773,1.61759120587128,1.44801529040461
"28",2.30779080478031,1.66902462230833,1.78044097497867
"29",2.07513797509155,1.62555265865536,1.96229798161894
"30",2.37689147439449,2.3548397386032,2.31689268143928
"31",2.06704742569915,1.95249630905896,1.88412233270849
"32",2.62301662071315,2.70789424849199,2.2818705596001
"33",2.26358752352386,2.12407909549309,2.21815674971639
"34",2.22287191589611,1.50761619930596,2.29282676717805
"35",1.77956018022764,2.64914968869356,1.97042236128802
"36",1.33405902991453,1.85046434741195,1.86259869013693
"37",2.23724792579919,2.14988743069951,1.97752317602249
"38",2.14974324461105,1.65748897456773,1.95132273569336
"39",2.12727219148198,2.17592403247791,2.19381593735956
"40",1.05107440875643,1.72857815466235,1.68252232994327
"41",2.32640432204706,1.95821924159465,1.927370966074
"42",1.62623012692069,1.78289506346995,2.06096835720544
"43",2.37201014287359,2.12838654171445,2.22990240022339
"44",1.23038064191253,1.91512380480972,1.90713201423447
"45",1.71231169638511,1.54881990948972,1.6427620596407
"46",1.51305749338705,1.83105999113084,1.89329342316266
"47",3.01504502847043,2.50480296832185,2.40706342388037
"48",1.55188717032637,2.01916245319429,1.86785698980802
"49",2.46596380487761,2.14721815285204,2.00663138506436
"50",2.07782362397221,2.64670576364544,2.39656985442667
"51",2.02427765047808,1.60694813511182,2.02235130501841
"52",1.77139503161707,1.81934607203799,1.92215677124307
"53",1.87840779152257,1.14516622392213,1.41431291739659
"54",2.13648177542513,2.00706113347336,1.83561484763433
"55",1.81631213040243,2.31425417374012,1.99814371008712
"56",2.02909798708513,1.97359953896698,1.9457453702564
"57",2.59543887900722,2.30473335303279,2.24356482266016
"58",2.02296672862131,2.55102444980053,2.29396305418061
"59",2.4688886339417,2.4291400477721,2.47803089066144
"60",1.91391639849043,2.09374132061997,2.28778898307087
"61",1.31212166651347,1.73455419393339,1.85963207544184
"62",2.10457412127526,2.21450631161985,1.84567311314918
"63",2.29797025538446,1.8295166702486,1.9778384246421
"64",1.92543407678307,1.85743106445833,2.13290985907087
"65",1.42322148208414,1.7836271596182,1.97324074455036
