"","Effect","Treatment Period","did","sc","sdid"
"1",1,3,0.544814730542075,-2.66881979137197,-3.07549703588569
"2",1,3,4.80591990607843,4.79764325505619,5.3910097325173
"3",1,3,2.11841470597006,2.12971955639351,2.12763991320934
"4",1,3,-1.55120039521933,-3.29032053165273,-0.929374116900688
"5",1,3,-2.3130670165018,-3.93938437122777,-1.78557630223445
"6",1,3,2.87046263476325,3.23086631035638,2.86159358292053
"7",1,3,0.161512964051096,1.00643781597291,-0.305607890087254
"8",1,3,1.49980669410834,3.44934760080555,1.55491857954598
"9",1,3,-0.614922370861229,-0.927102057622447,-0.605379159826828
"10",1,3,0.696593661026178,-1.90982113811054,1.26482653914461
"11",1,3,2.01949269560065,-0.461195703349415,1.85168235062576
"12",1,3,2.32706808032959,4.39225046344037,2.63362021288123
"13",1,3,1.07411994087262,1.85546319346896,1.86168910493612
"14",1,3,0.680854312699004,1.03443445632588,0.661569353096313
"15",1,3,-1.39286466379975,-0.516807359604709,-1.09681383355526
"16",1,3,-1.927372859736,-3.31211212930892,-2.66518847117812
"17",1,3,-0.0762579512079899,1.71680922002795,0.680539300729219
"18",1,3,0.0534534970880125,0.932697803583194,0.471389747809719
"19",1,3,1.25490241366968,1.17982401891889,1.29136290222314
"20",1,3,-1.2536196765484,-1.99805352043313,-2.19224786415459
"21",1,3,3.44459467984298,3.03155828650408,3.34950543838222
"22",1,3,3.95221026566589,2.77184729429571,4.57314436151314
"23",1,3,1.9353687289899,0.143528316804157,0.845904170393065
"24",1,3,1.00565128768236,3.20813789798063,0.960485294839555
"25",1,3,1.24712625910003,0.676131650923949,1.06951063798611
"26",1,3,-0.994368604831059,-2.4138630055558,-1.06605387188085
"27",1,3,0.304725278267105,1.24782209741827,0.434833225908626
"28",1,3,3.04716991028144,0.322957393720687,2.48147599407734
"29",1,3,-2.53225778750043,-2.88665536051243,-3.53685413519234
"30",1,3,1.68299598359895,2.56411440797271,2.00248440747784
"31",1,3,0.489295864568762,0.143416352221879,0.559691547654585
"32",1,3,0.868130284857868,2.46488828526427,1.36464144341489
"33",1,3,2.32122834858671,4.61815985308114,2.16032723390737
"34",1,3,6.04798151346702,5.95041713220589,5.42857664501371
"35",1,3,0.545714984424777,3.71868528748497,1.5692384272586
"36",1,3,4.22097026555743,5.15141970697537,4.05351402324653
"37",1,3,2.21015811515692,3.0456036492601,2.2173487186067
"38",1,3,1.76333444834008,0.814828317406762,1.30174132063658
"39",1,3,3.18106887903426,4.63858504621825,3.06683855043389
"40",1,3,0.0350823756476115,1.07913856963947,0.118249706165132
"41",1,3,2.88798616283033,3.86623906094804,2.55803400137233
"42",1,3,-0.240072838561124,0.240782011383871,-0.102767891992107
"43",1,3,2.57706417563527,2.71009039879004,2.65299161031069
"44",1,3,0.682799374997595,-1.40555232630177,-0.117273462082322
"45",1,3,0.976544526474522,0.819762966514019,0.834712370655356
"46",1,3,4.57873394117134,0.632062589284409,4.99996721130137
"47",1,3,2.6275687819521,1.64985950186224,2.43504744657985
"48",1,3,1.39913465086833,0.964343199252037,0.797536452759588
"49",1,3,-0.137920794021496,-1.84668809567901,0.506745057738579
"50",1,3,-0.170993372044357,-1.70705494901711,-0.096445916859721
"51",1,3,0.922782386570995,1.97279299122185,1.14638806573164
"52",1,3,2.23476663782511,1.59592117485776,2.69011678311852
"53",1,3,0.842607800284745,1.25243513152445,0.834354949023226
"54",1,3,1.11602547098477,0.223045846286829,0.630792430278995
"55",1,3,3.43764009189103,3.16532486796302,3.4613999617398
"56",1,3,2.14036865447448,1.13473678428467,2.34397932512164
"57",1,3,2.10388715125072,1.81242107870497,2.10229057999407
"58",1,3,-0.00905232412402399,1.75007446633656,-0.200268630580666
"59",1,3,4.06850093979805,5.94288468091942,3.69561044898506
"60",1,3,4.87894642419838,10.3151728006238,4.88282651372554
"61",1,3,2.18718006789522,1.87767542769013,2.83524080592946
"62",1,3,0.526634217657256,-1.27695990913755,0.958374297647343
"63",1,3,2.78889803199903,1.33240861213474,2.73801782369329
"64",1,3,4.72635026188449,3.73175449922861,4.63571583364637
"65",1,3,2.31605336922504,0.907728501593451,1.34604642556882
"66",1,3,-0.848291230722202,-1.16451061797072,-0.896726466069783
"67",1,3,0.183336048731502,1.41814027495125,-0.236001604155599
"68",1,3,2.63430176658116,1.78878285056725,2.5395225212715
"69",1,3,2.73145032249779,3.90986212285269,3.07933924785144
"70",1,3,0.546570621698856,-2.21541743322109,0.616426223003404
"71",1,3,1.83910774649053,-0.196246337076648,1.45395125679282
"72",1,3,-0.462452046770624,0.316165280716349,-0.33411733765824
"73",1,3,3.24314884494453,2.70551619870626,2.6375672774358
"74",1,3,-2.12416331050388,-0.416646159484908,-0.815943721319301
"75",1,3,-1.36100143949297,-1.26780988118931,-1.36372834799494
"76",1,3,1.44421144747161,1.41242605168648,1.35882332435982
"77",1,3,-2.84400385852514,-2.97893174580459,-3.66345509860832
"78",1,3,1.00468021849549,1.60889976180178,0.991523033555471
"79",1,3,3.3699282878663,1.57606543109806,2.9121728758393
"80",1,3,2.63104003605185,2.10046367063683,2.37407860478795
"81",1,3,0.0496346234108912,-0.216294112876668,0.26839230464287
"82",1,3,4.14947630712567,3.22464043277341,3.48810098829598
"83",1,3,2.84422846137133,3.46357596554454,3.77649882822249
"84",1,3,2.91343258651518,2.65797243406868,3.39080457201993
"85",1,3,0.69000566507345,0.75100958257892,0.819570462567271
"86",1,3,0.859857018700982,-3.31823928945558,-0.070359948697276
"87",1,3,2.40867543410901,4.29753440259974,2.45835137345193
"88",1,3,5.45094996505951,5.86137935240285,5.95135144780754
"89",1,3,0.881803444476443,2.19750755646881,2.28807996281023
"90",1,3,2.78585512835918,5.07207716437443,2.95168151818074
"91",1,3,1.24454400522175,1.33735414733385,1.41062138785163
"92",1,3,0.1500572019808,0.82377302829996,0.297967807492673
"93",1,3,1.63568601628297,2.04442748226694,1.67515322232749
"94",1,3,3.59081663213621,2.9724591150854,3.02137548806889
"95",1,3,1.02838887641113,1.59228012363027,0.703652327965011
"96",1,3,1.55530378003658,1.71543394465227,1.80355183896747
"97",1,3,-1.66984641262475,-0.0805951321413555,-0.883212635597802
"98",1,3,0.603020086781477,0.416931811635702,0.590895217810349
"99",1,3,0.655626831180168,1.96748679292085,1.68453759929023
