"","Effect","Post Treated Trend","did","sc","sdid"
"1",1,0.2,1.76797130952512,1.85366904250423,1.82050520228274
"2",1,0.2,2.56166950107633,2.19310530084471,2.10103505372831
"3",1,0.2,2.22541133209589,2.53366720298635,2.23608407498119
"4",1,0.2,1.83810273911259,1.33165369215168,1.4686503680025
"5",1,0.2,2.21862072017914,1.75188780818258,1.46592360585722
"6",1,0.2,-0.396678539714154,0.262950790993283,0.680919280478724
"7",1,0.2,2.0743130322787,1.43727484201101,1.83081685361725
"8",1,0.2,0.862421875416613,-0.0682255537642326,0.201500899866057
"9",1,0.2,0.956369508231296,1.17943474487245,1.4873580241373
"10",1,0.2,0.567748179213218,0.534630378034857,0.423653966728353
"11",1,0.2,0.640692106516337,0.968708159803597,0.697358082927334
"12",1,0.2,2.1263283104659,1.26663537633454,1.71564474379455
"13",1,0.2,0.98617201585019,2.07116236895862,1.41609782811652
"14",1,0.2,1.28983049967446,0.451087249914011,0.925516307836843
"15",1,0.2,2.13985784265489,2.13080778928042,1.67383231715233
"16",1,0.2,0.158844653796193,1.21192595064296,0.327953761263431
"17",1,0.2,1.36306184736814,0.794410592081159,1.20239930951912
"18",1,0.2,1.36938954969742,1.24727960000032,1.47112408687501
"19",1,0.2,1.69384297781356,1.13170786805184,1.65172919756089
"20",1,0.2,1.43939167112128,0.89358200621637,1.08963668047974
"21",1,0.2,-0.607563708935359,0.306474725236925,0.416605554471438
"22",1,0.2,1.42254475055733,1.86553918692262,1.58231991799799
"23",1,0.2,0.896634064320006,1.94779165028474,1.87325740116682
"24",1,0.2,1.07607018325499,0.989132544095162,1.0781879233255
"25",1,0.2,0.3471384943862,1.20488762696206,0.984846309717336
"26",1,0.2,1.51316085014953,1.46271805530969,1.11316995264689
"27",1,0.2,2.46443359045738,0.005803394716205,1.04104796284766
"28",1,0.2,-0.0976538819508285,-0.217157855698792,-0.34625245208988
"29",1,0.2,0.468443074480518,1.39962891192305,0.95928092767572
"30",1,0.2,0.479123894993107,1.0483231918697,0.689097740398858
"31",1,0.2,1.55815557394228,0.530929186101124,0.414814485585473
"32",1,0.2,0.454000994207802,0.9786751355878,0.668698251011044
"33",1,0.2,1.07654195362523,1.09894676587535,1.44009498364846
"34",1,0.2,-0.447632320026036,0.163559907917996,0.298662644849146
"35",1,0.2,2.26580450244741,1.7602636735871,1.48797465455915
"36",1,0.2,0.477154686695735,0.119384734901968,0.418213965747209
"37",1,0.2,1.13122981480695,1.15276976094981,1.10459005303326
"38",1,0.2,1.25940656565253,1.66205948244927,1.50862579407471
"39",1,0.2,1.44630953182801,1.80554494906427,1.35866964933651
"40",1,0.2,2.28300133118672,2.22072904365178,1.70796628237297
"41",1,0.2,1.5954257766886,0.950866853258906,1.34310776376079
"42",1,0.2,1.46883374936418,2.21208669562584,2.03750987940192
"43",1,0.2,1.25526238328328,1.57118090167398,1.27849400083752
"44",1,0.2,1.23912355160914,1.72310706425764,1.4117715481267
"45",1,0.2,1.46562014774743,0.448772713269217,1.2567581545931
"46",1,0.2,1.53367684744015,0.299665856632926,1.04533323269779
"47",1,0.2,1.37936267635105,1.11967068720469,1.63895465375848
"48",1,0.2,1.27346743456424,1.05279208735596,0.831903969172693
"49",1,0.2,2.8053934339229,1.93165701882179,2.34907577516805
"50",1,0.2,0.98109001214434,1.05626588820813,1.3000499434108
"51",1,0.2,2.54802675278354,0.804949584977488,0.840175658641206
"52",1,0.2,0.991690688468796,0.647844744685849,0.89356576689893
"53",1,0.2,0.90529357824093,-0.101450289469361,0.217294249955642
"54",1,0.2,1.12100803838528,1.97476958130824,1.67482061406677
