"","Observation","Time","value","treated"
"1","Observation1",1,-0.926942420235004,0
"2","Observation2",1,-0.514806967877152,0
"3","Observation3",1,-2.29730312065625,0
"4","Observation4",1,-1.51501428564775,0
"5","Observation5",1,-0.406752869847195,0
"6","Observation6",1,-0.47315828893203,0
"7","Observation7",1,-1.73859457278726,0
"8","Observation8",1,1.3868028926444,0
"9","Observation9",1,0.457161404062772,0
"10","Observation10",1,-0.812939209843995,0
"11","Observation11",1,-0.447553715581478,0
"12","Observation12",1,-0.242386789803053,0
"13","Observation13",1,-0.476325645721656,0
"14","Observation14",1,2.20223327655444,0
"15","Observation15",1,0.0472278733210118,0
"16","Observation16",1,0.916850584541073,0
"17","Observation17",1,-1.4627730392372,0
"18","Observation18",1,-0.208963702609288,0
"19","Observation19",1,1.44209178008061,0
"20","Observation20",1,-1.18496600630521,0
"21","Observation21",1,-0.925983717632189,0
"22","Observation22",1,-0.642927027027424,0
"23","Observation23",1,-1.74075592813064,0
"24","Observation24",1,1.07173413632739,0
"25","Observation25",1,-0.740719875947251,0
"26","Observation26",1,1.22606186474101,0
"27","Observation27",1,0.283663890296336,0
"28","Observation28",1,-0.786651912425664,0
"29","Observation29",1,-0.440423972560845,0
"30","Observation30",1,-0.468176634629947,0
"31","Observation31",1,-1.00126583602429,0
"32","Observation32",1,-0.0371386885360189,0
"33","Observation33",1,0.895433122222572,0
"34","Observation34",1,-0.86318758090996,0
"35","Observation35",1,1.25107869278007,0
"36","Observation36",1,-1.10487358022353,0
"37","Observation37",1,0.589392492471205,0
"38","Observation38",1,0.623120997716496,0
"39","Observation39",1,-0.536866250083127,0
"40","Observation40",1,0.709692559874574,0
"41","Observation41",1,-0.576580904904681,0
"42","Observation42",1,-2.27046225916835,0
"43","Observation43",1,-0.503041812214221,0
"44","Observation44",1,1.82683835524603,0
"45","Observation45",1,2.64941378258377,0
"46","Observation46",1,1.31904919848204,0
"47","Observation47",1,-0.693889995712393,0
"48","Observation48",1,1.79633636877848,0
"49","Observation49",1,-0.233770776501529,0
"50","Observation50",1,-0.371305322780925,0
"51","Observation51",1,0.614398587072132,0
"52","Observation52",1,-0.1003732759815,0
"53","Observation53",1,-0.569449002403307,0
"54","Observation54",1,0.974667939592129,0
"55","Observation55",1,0.206208172062543,0
"56","Observation56",1,-0.7920891182506,0
"57","Observation57",1,-0.139398177394155,0
"58","Observation58",1,-0.0858152702739249,0
"59","Observation59",1,-1.71422093560286,0
