"","Observation","Time","value","treated"
"1","Observation1",1,-1.35586428760556,0
"2","Observation2",1,1.04562305099119,0
"3","Observation3",1,0.898757014468476,0
"4","Observation4",1,0.872322550907963,0
"5","Observation5",1,0.728567422375024,0
"6","Observation6",1,0.169045951522114,0
"7","Observation7",1,-1.46206723549591,0
"8","Observation8",1,-1.02388660671353,0
"9","Observation9",1,2.15889709841144,0
"10","Observation10",1,-1.11442907061276,0
"11","Observation11",1,0.293968360612993,0
"12","Observation12",1,-1.37344731534571,0
"13","Observation13",1,-0.466246163321754,0
"14","Observation14",1,1.9117588362941,0
"15","Observation15",1,0.313878322931378,0
"16","Observation16",1,-1.23299230199327,0
"17","Observation17",1,-0.856056764935235,0
"18","Observation18",1,-1.37417749883189,0
"19","Observation19",1,0.339681492312295,0
"20","Observation20",1,-0.775095580588389,0
"21","Observation21",1,1.88456510449177,0
"22","Observation22",1,-0.477053776366233,0
"23","Observation23",1,0.167980705707937,0
"24","Observation24",1,1.30811815063337,0
"25","Observation25",1,0.778181770885452,0
"26","Observation26",1,0.0444269816098891,0
"27","Observation27",1,-0.293193378432755,0
"28","Observation28",1,0.658043710146107,0
"29","Observation29",1,-0.237245238025878,0
"30","Observation30",1,0.814953733292983,0
"31","Observation31",1,-0.747753316339664,0
"32","Observation32",1,-0.539943764297801,0
"33","Observation33",1,0.230371132780136,0
"34","Observation34",1,1.16914756572494,0
"35","Observation35",1,-1.75337590210242,0
"36","Observation36",1,1.25048385361999,0
"37","Observation37",1,-0.534163392840823,0
"38","Observation38",1,-1.11634246728476,0
"39","Observation39",1,-0.116918653111032,0
"40","Observation40",1,-1.2828881441165,0
"41","Observation41",1,0.490922944409246,0
"42","Observation42",1,-0.931412455725871,0
"43","Observation43",1,1.35782687932897,0
"44","Observation44",1,-2.05054440349835,0
"45","Observation45",1,-2.06252651019883,0
"46","Observation46",1,-0.760980671295074,0
"47","Observation47",1,-0.200989350562655,0
"48","Observation48",1,1.73000882925942,0
"49","Observation49",1,0.0834427118443041,0
"50","Observation50",1,-1.87217898895911,0
"51","Observation51",1,0.202256777115911,0
"52","Observation52",1,-0.519936061338293,0
"53","Observation53",1,0.269235615621957,0
"54","Observation54",1,1.38233369598111,0
"55","Observation55",1,1.25141475501326,0
"56","Observation56",1,-0.462625863868554,0
"57","Observation57",1,1.49498742601885,0
"58","Observation58",1,-1.20059327458649,0
"59","Observation59",1,0.223737592636238,0
"60","Observation60",1,0.262481832135183,0
"61","Observation61",1,0.129940444547601,0
"62","Observation62",1,-1.50588077464353,0
"63","Observation63",1,1.01744606136922,0
"64","Observation64",1,-0.499701242656272,0
"65","Observation65",1,0.351046660379009,0
"66","Observation66",1,-0.938084147517313,0
"67","Observation67",1,0.485975225835722,0
"68","Observation68",1,-0.941810643364613,0
"69","Observation69",1,0.739328560857989,0
"70","Observation70",1,-0.971359655772283,0
"71","Observation71",1,0.373001800619952,0
"72","Observation72",1,0.657764382198627,0
"73","Observation73",1,-0.139314937624817,0
"74","Observation74",1,-0.547607907716388,0
"75","Observation75",1,0.910385769325674,0
"76","Observation76",1,-1.96364660876743,0
"77","Observation77",1,-0.79472798312662,0
"78","Observation78",1,-1.80840979991054,0
"79","Observation79",1,-0.103144600377561,0
"80","Observation80",1,-1.25360420053082,0
"81","Observation81",1,0.430946486486412,0
"82","Observation82",1,-0.264934983449882,0
"83","Observation83",1,-0.158121105676681,0
"84","Observation84",1,-0.658466924424776,0
"85","Observation85",1,-1.20439139479068,0
"86","Observation86",1,0.181183727188068,0
"87","Observation87",1,0.716635788397446,0
"88","Observation88",1,0.162598624520283,0
"89","Observation89",1,-0.2705541714498,0
"90","Observation90",1,-0.957461650171966,0
"91","Observation91",1,-0.51295861104922,0
"92","Observation92",1,0.190399834083835,0
"93","Observation93",1,0.059159389370376,0
"94","Observation94",1,-1.20902074668463,0
"95","Observation95",1,0.270539498290328,0
"96","Observation96",1,-0.637749857858393,0
"97","Observation97",1,-0.447257826791437,0
"98","Observation98",1,0.259689983679538,0
"99","Observation99",1,0.49341830529395,0
"100","Observation100",1,0.377085474132116,0
"101","Treated1",1,-0.698799995758124,0
"102","Treated2",1,0.331956075260607,0
"103","Treated3",1,0.145664295497539,0
"104","Treated4",1,-1.16798340049305,0
"105","Treated5",1,1.38295717189806,0
"106","Observation1",2,0.216150222826256,0
"107","Observation2",2,0.15966519675948,0
"108","Observation3",2,-0.0965352083493039,0
"109","Observation4",2,0.242010270532824,0
"110","Observation5",2,0.972326942514657,0
"111","Observation6",2,0.342074618960301,0
"112","Observation7",2,-0.695445808329867,0
"113","Observation8",2,1.08295019385232,0
"114","Observation9",2,0.960516851644701,0
"115","Observation10",2,-0.279353108219998,0
"116","Observation11",2,-0.726552161059131,0
"117","Observation12",2,-1.4689369248619,0
"118","Observation13",2,1.90779106194437,0
"119","Observation14",2,3.30876299331153,0
"120","Observation15",2,0.0288195429056471,0
"121","Observation16",2,-0.123991420912186,0
"122","Observation17",2,-1.74680765048008,0
"123","Observation18",2,-0.520761960935619,0
"124","Observation19",2,1.48602076134781,0
"125","Observation20",2,-1.83994641416317,0
"126","Observation21",2,2.32767143541523,0
"127","Observation22",2,1.70252449745868,0
"128","Observation23",2,0.368738573325126,0
"129","Observation24",2,2.10032094429215,0
"130","Observation25",2,0.99629597126832,0
"131","Observation26",2,0.759715370651187,0
"132","Observation27",2,-0.149782266797599,0
"133","Observation28",2,0.533815057018137,0
"134","Observation29",2,0.174263030212389,0
"135","Observation30",2,-0.0810334395416989,0
"136","Observation31",2,0.44058505649271,0
