"","N","SDiD","SC","TWFE"
"1",10,0.00884318351745605,0.00162196159362793,0.0104348659515381
"2",10,0.0050971508026123,0.00326299667358398,0.018233060836792
"3",10,0.0173511505126953,0.0169200897216797,0.0102348327636719
"4",10,0.00453805923461914,0.00148892402648926,0.0102250576019287
"5",10,0.285598039627075,0.0045018196105957,0.0115339756011963
"6",10,0.0211060047149658,0.00342798233032227,0.0102829933166504
"7",10,0.0125968456268311,0.00134396553039551,0.00951886177062988
"8",10,0.0195879936218262,0.18629002571106,0.0109028816223145
"9",10,0.211647033691406,0.00396990776062012,0.0104289054870605
"10",10,0.0282950401306152,0.0183329582214355,0.0108780860900879
"11",10,0.193305015563965,0.00583982467651367,0.010746955871582
"12",10,0.015643835067749,0.00623512268066406,0.011300802230835
"13",10,0.0178971290588379,0.00173497200012207,0.0103139877319336
"14",10,0.0122010707855225,0.00145816802978516,0.0103578567504883
"15",10,0.0276668071746826,0.00754117965698242,0.0105130672454834
"16",10,0.0149362087249756,0.00886893272399902,0.0107159614562988
"17",10,0.0103158950805664,0.00407218933105469,0.0107951164245605
"18",10,0.0286619663238525,0.00373506546020508,0.0101101398468018
"19",10,0.0290520191192627,0.00147700309753418,0.0103719234466553
"20",10,0.00424098968505859,0.00492382049560547,0.0100810527801514
"21",10,0.0316641330718994,0.00158309936523438,0.0101959705352783
"22",10,0.0869569778442383,0.0134298801422119,0.0103669166564941
"23",10,0.0222518444061279,0.194666147232056,0.0102148056030273
"24",10,0.00458717346191406,0.00306415557861328,0.0100860595703125
"25",10,0.0159919261932373,0.00151610374450684,0.010200023651123
"26",10,0.0296709537506104,0.110284090042114,0.0157458782196045
"27",10,0.0376081466674805,0.00163507461547852,0.0105531215667725
"28",10,0.00819802284240723,0.00371599197387695,0.0105650424957275
"29",10,0.0128319263458252,0.0146729946136475,0.0103180408477783
"30",10,0.0532960891723633,0.00440502166748047,0.010221004486084
"31",10,0.0102548599243164,0.188879013061523,0.010084867477417
"32",10,0.0223729610443115,0.00479006767272949,0.0103080272674561
"33",10,0.024507999420166,0.0251100063323975,0.0107450485229492
"34",10,0.00667500495910645,0.00295209884643555,0.0107150077819824
"35",10,0.105134010314941,0.22482705116272,0.0110459327697754
